dataset_uuid,collection_id,dataset_id,sample_id,directory,filepath,filename,file_extension,file_size,file_creation_date,sha256,md5,xxh128
,009c1e6fcc03ebac,UNKNOWN,190903,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022518_190903,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022518_190903/190903.json,190903.json,.json,534.0,2019-12-0504:31:03,20e1a69e12c93141588259f267035e4e92f886d07041eb8eb3cfdd7de30db53b,2e684d5cab376f389f4a45226a1286e1,None
,009c1e6fcc03ebac,UNKNOWN,190903,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022518_190903,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022518_190903/190903-metainfo.txt,190903-metainfo.txt,.txt,693.0,2019-12-0504:29:41,eac355efe0b762b3298cb5bc2bd7088806270b88ab47bb6fe955cf62d0563236,71a57f634422892ec9a39c57f0c83c55,None
,009c1e6fcc03ebac,UNKNOWN,190904,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904/190904-metainfo.txt,190904-metainfo.txt,.txt,693.0,2019-12-0504:34:21,b7a3abed62d588c1df761c6b3ec2ab2dab0eed690c2ffa68a1b1deb87a089116,7dc08f3f95f21c59f91cf911a0a881da,None
,009c1e6fcc03ebac,UNKNOWN,190904,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904/190904.json,190904.json,.json,534.0,2019-12-0504:35:19,b642263a2db99bc75211aad06aeaebb47f95c890386f5524d10f6859cee8ce6a,45f561dcf3618f835a446098d2848fff,None
,009c1e6fcc03ebac,UNKNOWN,190904,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904/xxhash_dat_mouseID_19022520-190904,xxhash_dat_mouseID_19022520-190904,,1084977.0,2019-12-0408:46:39,1ca11efee8e38b417286f88810e5833cb9c4987750a2874651c341314d1c0bfe,8ab7c84a6c559a2b5478fe1eea184b84,None
,009c1e6fcc03ebac,UNKNOWN,191177,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032518-191177,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032518-191177/xxhash_dat_mouseID_19032518-191177,xxhash_dat_mouseID_19032518-191177,,1196685.0,2019-12-0407:09:45,05c5482a687d7fac17ce8c2673ec2dd022a77946021fcfc686f5a632ada691a2,b601c2b24b3fea115bfd15484809ddaa,None
,009c1e6fcc03ebac,UNKNOWN,190905,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022519-190905,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022519-190905/190905-metainfo.txt,190905-metainfo.txt,.txt,693.0,2019-12-0504:59:58,e21c9966129d8a7ef359b295237e422b0d7707bcb1d32957ed5e2a3330bfbd58,88f95ffc013ff8d5ac5af5fc14824fa0,None
,009c1e6fcc03ebac,UNKNOWN,190905,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022519-190905,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022519-190905/190905.json,190905.json,.json,534.0,2019-12-0504:59:41,d2a7bfb4dd012dd511426c1f2480e7a88f01ee92f4b43a68b4c2309a1b360cce,48e6fb77635466724ecf9af42e59b6b8,None
,009c1e6fcc03ebac,UNKNOWN,190906,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906/190906.json,190906.json,.json,534.0,2020-06-2222:45:16,be2ac1cb43546d0c3cb3fb5436085d6c02f3105bb1b4237a2138258b504e7718,51ce7ef117d8efe2021670f02237bf81,None
,009c1e6fcc03ebac,UNKNOWN,190906,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906/190906-metainfo.txt,190906-metainfo.txt,.txt,693.0,2020-06-2222:42:56,5ac465f931ce684b73be3aa76f7e058e9acff78dd5572e6e5ecd905a25ec58e5,9db7c6dcca86116f1d3d9a3969fcba45,None
,009c1e6fcc03ebac,UNKNOWN,190906,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906/readme.txt,readme.txt,.txt,37.0,2020-06-2222:25:19,b645acab17ae01c9d856929d79ceaa02aa849408ed69b379f2c432ddc9a7bcd7,3be0cb0979be3795f2aef1c2f9bb8fce,None
,009c1e6fcc03ebac,UNKNOWN,191182,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032515-191182,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032515-191182/191182-metainfo.txt,191182-metainfo.txt,.txt,693.0,2020-06-2923:07:19,5df8c9cdac14d2c7b54956019a2172da7191e0421ea768629dc8c940aa15a8a6,5c132ee89abac13b295c76e18d4f2aa8,None
,009c1e6fcc03ebac,UNKNOWN,190907,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022716-190907,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022716-190907/190907.json,190907.json,.json,534.0,2020-06-2222:56:04,61d3b5c775912d88de039c389aa47d31c840481af615a2d29b2b1454e0b5c2ec,ce77a904475e9f13a1fc04d3695e284b,None
,009c1e6fcc03ebac,UNKNOWN,190907,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022716-190907,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022716-190907/190907-metainfo.txt,190907-metainfo.txt,.txt,693.0,2020-06-2222:57:19,fbba9a831243e8f981fb790221d84651205131945f9824417d4ef57acc438079,3f4b828d82bbf997ce319e8cbbfe8323,None
,009c1e6fcc03ebac,UNKNOWN,190907,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022716-190907,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022716-190907/readme.txt,readme.txt,.txt,104.0,2020-06-2222:58:53,54f2d378be583337be16ac023fd02ab1156d7d5e58db1702097cd7c3f9dc88c9,f57d32a74fe509b617a9b00cec727c98,None
,009c1e6fcc03ebac,UNKNOWN,190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908/readme.txt,readme.txt,.txt,73.0,2020-06-2223:16:08,f878094598e286ac1a7bb295c01a6b86787f525d773915d4cdf3f31d09806364,0285ed2f77cded6dbb06c0c68c42217f,None
,009c1e6fcc03ebac,UNKNOWN,190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908/190908.json,190908.json,.json,534.0,2020-06-2223:10:51,8e3632b037c7add6c4ff1dc7bd4dbc8fbc66f29afdd8a6bf8a50fddad6db9199,435d9e43ca6c1a0c6235dc32cb06efd7,None
,009c1e6fcc03ebac,UNKNOWN,190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908/xxhash_dat_mouseID_19022717-190908,xxhash_dat_mouseID_19022717-190908,,1090282.0,2020-06-2223:20:19,60702a6826d3f17e509ce6be205a1498d23c49c4067684aa9370f9591448811c,83d05a63bf34cafb72543f29e4cf6cd8,None
,009c1e6fcc03ebac,UNKNOWN,190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022717-190908/190908-metainfo.txt,190908-metainfo.txt,.txt,693.0,2020-06-2223:11:45,095760b50a37aa4ab7a43b7563c59deec90cbd635724010230ffb67d50a7f57b,963b3ba9dec1808ab80d26d05468d955,None
,009c1e6fcc03ebac,UNKNOWN,191183,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032514-191183,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032514-191183/xxhash_dat_mouseID_19032514-191183,xxhash_dat_mouseID_19032514-191183,,1151647.0,2020-06-3000:11:11,4e49442375362e962783cd5919e3d6dbf5ca9c8d1c16114deb81c86778ae048e,3f6ee663b5f9ceec68bfc598af3b925d,None
,009c1e6fcc03ebac,UNKNOWN,190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909/readme.txt,readme.txt,.txt,74.0,2020-06-2223:29:27,da19d8210a43a1f1109f08ede65b09a73e260e8ad073d10f4a6d387450c9473f,8b34ef1c60b9c73fa0265d3374d1ba0a,None
,009c1e6fcc03ebac,UNKNOWN,190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909/190909.json,190909.json,.json,534.0,2020-06-2223:28:54,96283379e411277d6eb04345c87d36d25a1dd39206df1745d4816be0a4dbfa03,23720c7d3699d5a64d084f165df1da1a,None
,009c1e6fcc03ebac,UNKNOWN,190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909/xxhash_dat_mouseID_19022714-190909,xxhash_dat_mouseID_19022714-190909,,1081575.0,2020-06-2223:52:23,6f24485bd5462ec5bac351371acf20322f623d3a422f10bd33e6a4b92506a800,003253d9bb0b118b4d8a7471e6c7d5ff,None
,009c1e6fcc03ebac,UNKNOWN,190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19022714-190909/190909-metainfo.txt,190909-metainfo.txt,.txt,693.0,2020-06-2223:30:32,f9f6ab41f591ceb5f9731b6ddf1803424f575d7193786c5841c5d091b54bd425,c63272a79435ea4a76a80e384d090654,None
,009c1e6fcc03ebac,UNKNOWN,191184,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032506-191184,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032506-191184/xxhash_dat_mouseID_19032506-191184,xxhash_dat_mouseID_19032506-191184,,1097766.0,2020-06-3000:11:16,40f501f5efb359f6c0dea6e810247d7bdc3781e26c3c401619e4deb1be4f8b34,515e8793a32d0add96c337aaa9f7ce4e,None
,009c1e6fcc03ebac,UNKNOWN,191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171/191171.json,191171.json,.json,534.0,2019-12-0504:54:40,fea8846d64aab0f6e306661d2bd3536492f759768c6e412b8cf5b0f471ee7e2b,dc9fb4196150c45848a3cb28da0fb230,None
,009c1e6fcc03ebac,UNKNOWN,191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171/191171-metainfo.txt,191171-metainfo.txt,.txt,693.0,2019-12-0504:53:26,a36cb9aa9d6035b81234c09a40fa5460244dd14740d0064d970fa775a70c577e,eb019408b8b05c421639715b798fb2ad,None
,009c1e6fcc03ebac,UNKNOWN,191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171/xxhash_dat_mouseID_19032508-191171,xxhash_dat_mouseID_19032508-191171,,1106360.0,2019-12-0406:21:57,c3eb38e1d335400537e757cee62bf0e7eb6da2a9aee362513861bee36e1f6b61,f988c46267bed1ddd3f3a3006cfeffe4,None
,009c1e6fcc03ebac,UNKNOWN,191186,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032503-191186,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032503-191186/xxhash_dat_mouseID_19032503-191186,xxhash_dat_mouseID_19032503-191186,,1121604.0,2020-06-3000:21:20,d2603f7b132acf2b944ea92026cec9a2359c7fdb11c31a64246360c5bacc218c,3b442956e00de10b9d617285a389ce91,None
,009c1e6fcc03ebac,UNKNOWN,191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171/CH1_0.35_100um/error.dat,error.dat,.dat,62.0,2019-08-0504:21:25,021a37a340693e1e99c81b1688bac153112a74986fb80e9fbd6d715bb911b704,d8dcd34a4df56d735c7811e3314cc822,None
,009c1e6fcc03ebac,UNKNOWN,191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032508-191171/CH1_3.5_100um/error.dat,error.dat,.dat,80.0,2019-08-0505:00:57,35566183bc8b8aeb6de68015efb9da1722fba204790b57737278d0a462c8a41b,e0840f46eee6ce4e22fa7c94af359d67,None
,009c1e6fcc03ebac,UNKNOWN,191173,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032510-191173,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032510-191173/191173-metainfo.txt,191173-metainfo.txt,.txt,693.0,2020-06-2906:35:50,319d289541282f2bb238f4fe77bfd7a3d403b628e3d84f815116dc18b7b6a5ae,7d8adfd43cd22acbf3858088304ccc39,None
,009c1e6fcc03ebac,UNKNOWN,191173,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032510-191173,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032510-191173/191173.json,191173.json,.json,534.0,2020-06-2906:34:36,46d8c656db4a92135b851a02998aea08e211f8f9053b20c2c09ee54f8a8a147d,c055ebf3a785c93f7927d6ed9e8d7cd5,None
,009c1e6fcc03ebac,UNKNOWN,191173,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032510-191173,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032510-191173/xxhash_dat_mouseID_19032510-191173,xxhash_dat_mouseID_19032510-191173,,1088629.0,2020-06-2906:41:02,6d703f8104d338bb58d06b854ab01b83682cd33a4b267f484702ab01a77f7516,66473b3aac0b4cb4520560c3ed44a559,None
,009c1e6fcc03ebac,UNKNOWN,191192,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19030607-191192,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19030607-191192/xxhash_dat_mouseID_19030607-191192,xxhash_dat_mouseID_19030607-191192,,1044137.0,2020-06-2223:55:13,8e2c2388ec53ee8890b857f1083240ae2d1387a935c6330a4b77060f71e8cee0,83a0171967e34a0d2058636b91f15ae3,None
,009c1e6fcc03ebac,UNKNOWN,191174,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032509-191174,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032509-191174/191174.json,191174.json,.json,534.0,2019-12-0503:07:34,21f036f2656a0f39453c40cb78181bc819a945856f3732829b601728310cc8b3,b99aa3000b7e3833dc11a36b6bd60305,None
,009c1e6fcc03ebac,UNKNOWN,191174,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032509-191174,/bil/data/00/9c/009c1e6fcc03ebac/mouseID_19032509-191174/xxhash_dat_mouseID_19032509-191174,xxhash_dat_mouseID_19032509-191174,,1104204.0,2019-12-0406:58:47,fdb7c20047d96f7f0925b45a465d878da6489814552eb9c651c342323b37d5fd,6744a801e436f9261afb9d918039f72c,None
